,360X23,360X45,360X46,360X57,360X103,360X109,360X115,360X116,360X118,360X131,360X132,360X155,360X156,360X164,360X185,360X197,360X228,360X229,360X251,360X261,360X262,360X284,360X294,360X306,360X335,360X358,360X369,360X391,360X401,360X413,360X454,360X476,360X487,360X509,360X582,360X583,360X594,360X604,360X635,360X659,360X660,360X668,360X676,360X702,360X745,360X778,360X789,360X1005,360X1019,360X1030,360X1203,360X1247,360X1296,TOOL
10,4.5,33.9,0.1,0.2,157.9,3.89,75.8,21.742,21.806,4.09,21.043,80.57,20.936,20.749,4.07,21.06,75.81,20.525,21.226,4.29,21.497,21.582,76.63,21.776,4.14,22.35,22.271,22.499,8.05,22.591,21.677,21.271,21.134,20.789,1.214,20.915,21.299,21.846,81.49,3.94,22.051,22.505,22.387,78.96,4.15,4.03,3.87,163.9,173.7,20.11,129,4.79,145.3,D
11,4.52,32.3,0.1,0.2,165.8,3.93,76.59,22.536,22.483,4.12,22.048,81.23,21.913,21.575,4.12,22.044,76.81,21.737,22.425,4.32,22.498,22.459,77.49,22.619,4.19,23.272,23.25,23.51,8.05,23.636,22.712,22.205,22.018,21.652,1.232,21.74,22.199,22.728,81.6,4.0,22.988,23.313,23.127,79.82,4.19,4.08,3.91,163.9,173.6,20.01,128,4.8,145.3,D
12,4.52,32.5,0.1,0.2,164.7,3.93,76.59,22.589,22.532,4.12,22.173,81.23,21.983,21.602,4.12,21.945,76.81,21.737,22.425,4.32,22.502,22.512,77.49,22.658,4.19,23.286,23.271,23.463,8.05,23.568,22.716,22.247,22.159,21.717,1.227,21.72,22.216,22.898,81.61,3.99,23.033,23.361,23.181,79.8,4.19,4.08,3.91,163.9,173.6,20.02,128,4.8,145.3,D
13,4.49,34.0,0.09,0.19,157.4,3.91,76.27,21.538,21.496,4.1,20.866,80.91,20.661,20.389,4.09,20.688,76.49,20.546,21.068,4.29,21.254,21.312,77.16,21.5,4.16,22.073,22.059,22.267,8.05,22.287,21.427,21.005,20.846,20.536,1.242,20.813,21.147,21.57,81.67,3.97,21.712,22.129,22.073,79.48,4.16,4.06,3.88,163.9,173.6,20.02,130,4.8,145.3,D
14,4.53,32.4,0.1,0.21,165.3,3.85,75.19,22.415,22.433,4.08,21.945,80.01,21.868,21.628,4.07,21.84,75.25,21.607,21.978,4.31,22.278,22.408,76.18,22.551,4.13,23.092,23.091,23.478,8.05,23.432,22.601,22.162,22.031,21.729,1.141,21.537,21.977,22.529,80.78,3.92,22.939,23.247,23.037,78.13,4.14,4.03,3.83,163.9,173.8,20.12,129,4.73,145.4,D
15,4.53,32.7,0.1,0.21,163.8,3.85,75.17,22.426,22.444,4.08,21.893,80.01,21.765,21.532,4.07,21.917,75.27,21.587,21.985,4.31,22.3,22.437,76.18,22.567,4.13,22.968,23.033,23.476,8.05,23.463,22.57,22.164,22.084,21.727,1.137,21.554,22.014,22.666,80.78,3.92,22.947,23.276,23.061,78.14,4.14,4.03,3.83,163.9,173.7,20.12,129,4.73,145.4,D
16,4.5,33.9,0.1,0.2,157.7,3.83,74.9,21.507,21.501,4.06,20.842,79.72,20.735,20.556,4.04,20.987,74.98,20.66,20.992,4.28,21.249,21.32,75.89,21.51,4.1,21.918,21.9,22.249,8.05,22.326,21.573,21.169,21.017,20.6,1.153,20.744,21.072,21.529,80.86,3.89,21.725,22.127,22.011,77.84,4.11,4.0,3.8,163.9,173.8,20.12,130,4.74,145.4,D
17,4.5,34.3,0.1,0.2,156.0,3.83,74.89,21.499,21.481,4.05,20.79,79.72,20.775,20.604,4.04,20.852,74.97,20.535,21.087,4.28,21.31,21.291,75.89,21.519,4.1,21.884,21.913,22.414,8.05,22.445,21.692,21.158,20.883,20.579,1.15,20.74,21.086,21.565,80.86,3.89,21.766,22.124,22.011,77.84,4.11,4.0,3.8,163.9,173.8,20.12,130,4.74,145.4,D
18,4.5,33.9,0.1,0.2,157.7,3.83,74.9,21.545,21.542,4.05,20.801,79.72,20.722,20.552,4.04,20.935,74.98,20.54,21.122,4.28,21.342,21.33,75.89,21.554,4.1,21.995,22.019,22.325,8.05,22.281,21.575,21.124,20.972,20.725,1.156,20.766,21.115,21.639,80.87,3.89,21.754,22.185,22.075,77.84,4.11,4.0,3.8,163.9,173.8,20.12,130,4.74,145.4,D
19,4.5,34.2,0.1,0.2,156.4,3.83,74.9,21.489,21.47,4.05,20.869,79.74,20.773,20.595,4.04,20.857,74.98,20.527,21.096,4.28,21.31,21.343,75.89,21.558,4.1,21.984,21.984,22.326,8.05,22.35,21.545,21.086,20.93,20.658,1.155,20.822,21.164,21.56,80.88,3.89,21.738,22.161,22.034,77.84,4.11,4.0,3.8,163.9,173.8,20.13,130,4.74,145.4,D
20,4.5,33.9,0.1,0.2,157.7,3.83,74.89,21.609,21.572,4.05,20.894,79.72,20.765,20.594,4.04,20.865,74.98,20.462,21.103,4.28,21.317,21.352,75.89,21.541,4.1,21.997,21.956,22.28,8.05,22.391,21.612,21.105,20.935,20.673,1.159,20.813,21.153,21.605,80.89,3.89,21.703,22.159,22.046,77.84,4.11,4.0,3.8,163.9,173.8,20.13,131,4.74,145.4,D
21,4.5,34.2,0.1,0.2,156.4,3.83,74.9,21.492,21.493,4.05,20.725,79.72,20.813,20.66,4.04,20.994,74.98,20.449,21.069,4.28,21.267,21.324,75.89,21.558,4.1,22.026,21.899,22.216,8.05,22.312,21.561,21.083,20.939,20.66,1.156,20.86,21.212,21.579,80.89,3.89,21.694,22.127,22.013,77.84,4.11,4.0,3.8,163.9,173.7,20.13,130,4.74,145.4,D
22,4.5,33.9,0.1,0.2,157.9,3.83,74.9,21.598,21.57,4.05,20.83,79.72,20.779,20.615,4.04,20.924,74.98,20.593,21.147,4.28,21.363,21.334,75.89,21.544,4.1,22.087,22.025,22.34,8.05,22.331,21.635,21.175,20.959,20.669,1.154,20.797,21.143,21.593,80.87,3.89,21.709,22.169,22.071,77.84,4.11,4.0,3.8,163.9,173.8,20.13,130,4.74,145.4,D
23,4.5,34.2,0.1,0.2,156.4,3.83,74.89,21.479,21.47,4.05,20.803,79.72,20.719,20.545,4.04,20.843,74.98,20.502,21.081,4.28,21.287,21.328,75.89,21.625,4.1,22.007,22.041,22.331,8.05,22.434,21.662,21.135,20.995,20.649,1.152,20.822,21.167,21.606,80.87,3.89,21.68,22.105,21.987,77.84,4.11,4.0,3.8,163.9,173.7,20.13,130,4.74,145.4,D
24,3.97,32.3,0.06,0.19,166.0,3.68,81.65,21.921,22.201,3.71,22.073,83.2,21.971,22.025,3.86,22.108,83.34,22.299,22.863,4.0,23.063,23.172,84.67,22.941,3.97,23.775,23.528,23.857,8.21,23.598,23.283,23.325,23.004,22.781,0.976,21.755,21.415,22.519,86.25,3.56,23.934,23.971,23.228,82.75,4.01,3.93,3.89,165.8,174.3,20.21,129,5.23,183.0,C
25,3.97,33.3,0.05,0.19,161.4,3.67,81.49,21.197,21.476,3.69,21.346,83.04,21.288,21.32,3.85,21.416,83.19,21.578,22.095,3.99,22.245,22.342,84.5,22.044,3.96,22.764,22.503,22.762,8.21,22.541,22.195,22.189,21.892,21.675,0.953,20.821,20.533,21.543,86.11,3.54,23.146,23.168,22.462,82.58,4.0,3.92,3.87,165.8,174.3,20.35,129,5.22,183.0,C
26,4.5,34.1,0.1,0.2,156.8,3.83,74.9,21.532,21.503,4.05,20.811,79.72,20.83,20.599,4.04,20.989,74.98,20.652,21.226,4.28,21.428,21.459,75.89,21.617,4.1,22.104,22.043,22.399,8.05,22.445,21.662,21.217,20.988,20.759,1.15,20.822,21.176,21.625,80.86,3.89,21.617,22.071,21.973,77.84,4.11,4.0,3.8,163.9,173.8,20.13,130,4.74,145.4,D
27,4.64,32.9,0.11,0.22,162.9,3.95,77.12,22.007,22.127,4.12,21.656,82.03,21.509,21.19,4.15,21.651,78.18,21.329,21.922,4.4,22.136,22.212,79.91,22.189,4.23,22.586,22.399,22.603,8.05,22.734,21.967,21.644,21.51,21.172,1.272,21.395,21.745,22.3,82.36,3.99,22.963,23.236,22.942,80.58,4.25,4.17,3.87,164.1,174.0,19.83,130,4.68,145.6,D
28,4.64,34.3,0.11,0.23,155.8,3.95,77.11,21.312,21.383,4.12,21.062,82.01,20.858,20.51,4.15,20.872,78.16,20.439,21.061,4.4,20.984,20.991,79.88,20.955,4.23,21.413,21.342,21.59,8.05,21.758,21.173,20.892,20.823,20.577,1.253,20.712,21.079,21.588,82.14,3.99,22.367,22.468,22.129,80.57,4.25,4.17,3.87,164.2,174.0,20.11,130,4.66,145.6,D
29,3.96,33.1,0.04,0.15,161.7,3.66,80.91,20.962,21.095,3.62,21.192,81.99,21.153,21.207,3.79,21.416,82.37,21.374,21.866,3.99,22.04,22.184,84.51,21.953,3.93,22.696,22.372,22.685,8.22,22.466,22.259,22.32,22.03,21.745,0.975,20.873,20.56,21.498,86.41,3.51,22.326,22.457,22.068,81.58,3.95,3.85,3.81,165.4,174.0,19.83,125,5.25,182.6,C
30,4.0,33.3,0.04,0.2,160.7,3.7,81.39,21.046,21.284,3.66,21.295,82.5,21.273,21.311,3.83,21.331,82.88,21.369,21.687,4.03,21.772,21.668,84.98,21.222,3.97,21.95,21.848,22.31,8.22,22.368,22.441,22.647,22.417,22.209,0.984,21.169,20.89,21.945,86.28,3.54,22.782,22.853,22.208,82.07,3.99,3.89,3.84,165.7,174.2,20.31,129,5.24,182.9,C
31,4.54,33.3,0.1,0.2,160.6,3.81,75.04,21.741,21.841,4.09,21.42,79.89,21.301,20.95,4.09,21.308,74.84,21.043,21.699,4.28,21.914,21.994,75.6,22.237,4.1,22.799,22.686,22.792,8.05,22.717,21.863,21.468,21.381,21.101,1.286,21.235,21.69,22.16,81.43,3.91,22.612,22.894,22.536,77.71,4.13,4.04,3.82,164.1,174.0,19.85,130,4.81,145.6,D
32,4.53,33.3,0.1,0.2,160.4,3.8,75.06,21.63,21.737,4.09,21.35,79.88,21.221,20.895,4.09,21.229,74.84,20.835,21.511,4.28,21.67,21.825,75.6,22.204,4.1,22.704,22.589,22.648,8.05,22.592,21.794,21.43,21.336,21.032,1.287,21.097,21.568,22.049,81.43,3.91,22.64,22.824,22.437,77.7,4.13,4.04,3.82,164.1,174.0,19.86,130,4.81,145.6,D
33,4.53,33.6,0.1,0.2,159.0,3.8,75.01,21.46,21.54,4.08,21.054,79.85,20.906,20.633,4.09,20.904,74.78,20.554,21.327,4.28,21.489,21.63,75.56,21.837,4.09,22.272,22.191,22.3,8.05,22.316,21.46,21.145,21.132,20.795,1.295,20.894,21.36,21.768,81.44,3.91,22.384,22.6,22.231,77.66,4.12,4.04,3.82,164.1,174.0,19.9,131,4.81,145.6,D
34,4.48,32.5,0.11,0.21,165.0,3.82,74.39,22.388,22.435,4.12,21.949,80.15,21.72,21.42,4.05,21.852,74.49,21.435,21.962,4.27,22.065,22.358,75.27,22.355,4.1,23.018,23.006,23.193,8.05,23.232,22.372,21.922,21.807,21.52,1.198,21.358,21.878,22.47,80.97,3.87,22.904,23.289,23.063,78.32,4.14,4.02,3.88,163.9,173.7,20.1,129,4.76,145.3,D
35,4.47,32.8,0.11,0.2,163.1,3.82,74.39,22.471,22.492,4.12,21.995,80.15,21.851,21.539,4.05,21.849,74.47,21.463,22.09,4.27,22.183,22.224,75.25,22.392,4.1,23.028,23.029,23.326,8.05,23.261,22.457,22.015,21.978,21.618,1.193,21.375,21.907,22.49,80.96,3.87,22.909,23.234,23.024,78.31,4.14,4.02,3.88,163.9,173.6,20.1,128,4.76,145.3,D
36,4.45,33.7,0.11,0.19,158.6,3.8,74.16,21.646,21.669,4.1,21.074,79.93,20.918,20.678,4.03,21.09,74.25,20.613,21.013,4.25,21.243,21.349,75.03,21.556,4.08,22.049,22.068,22.393,8.05,22.41,21.624,21.146,21.044,20.57,1.213,20.754,21.119,21.637,81.05,3.85,21.955,22.347,22.178,78.09,4.12,4.0,3.86,163.9,173.6,20.1,130,4.77,145.3,D
37,4.45,33.4,0.09,0.2,160.1,3.56,70.01,21.903,21.992,4.03,21.43,78.33,21.308,21.098,3.95,21.31,72.11,21.097,21.748,4.22,21.817,21.745,73.42,21.779,4.02,22.356,22.44,22.883,8.05,22.921,22.065,21.566,21.513,21.205,1.182,21.082,21.418,21.95,80.23,3.56,22.574,22.899,22.567,75.99,4.1,3.99,3.77,163.8,173.6,20.1,129,4.69,145.3,D
38,4.43,33.5,0.09,0.19,159.6,3.55,69.92,21.795,21.824,4.02,21.239,78.24,21.143,20.953,3.94,21.099,72.03,20.799,21.441,4.21,21.5,21.439,73.34,21.452,4.01,22.147,22.184,22.535,8.05,22.619,21.884,21.434,21.257,21.01,1.195,21.003,21.317,21.724,80.31,3.55,22.269,22.63,22.336,75.89,4.09,3.97,3.76,163.8,173.6,20.1,130,4.7,145.3,D
39,4.53,32.4,0.1,0.2,165.4,3.93,76.53,22.449,22.383,4.12,21.971,81.23,21.83,21.489,4.12,21.796,76.75,21.557,22.234,4.32,22.262,22.301,77.46,22.415,4.19,23.062,23.028,23.252,8.05,23.406,22.511,21.88,21.686,21.391,1.229,21.651,22.069,22.529,81.61,3.99,23.131,23.374,23.132,79.76,4.2,4.08,3.91,163.9,173.6,20.02,128,4.8,145.3,D
40,4.5,32.2,0.09,0.18,166.4,3.88,76.1,23.01,22.96,4.1,22.421,81.01,22.202,21.977,4.09,22.264,76.53,21.793,22.246,4.27,22.39,22.487,77.03,22.45,4.13,22.868,22.842,23.298,8.05,23.58,22.953,22.6,22.488,22.3,1.363,22.885,23.086,23.255,82.23,3.95,23.036,23.535,23.469,79.31,4.18,4.06,3.86,163.9,173.6,19.97,128,4.86,145.3,D
41,4.47,33.9,0.11,0.2,157.7,3.84,74.8,21.788,21.836,4.1,21.135,80.31,21.016,20.72,4.06,21.141,75.16,20.682,21.281,4.27,21.568,21.665,75.85,21.833,4.1,22.317,22.226,22.555,8.06,22.466,21.68,21.297,21.183,20.754,1.161,20.911,21.299,21.766,80.87,3.88,22.145,22.535,22.36,78.55,4.12,4.01,3.86,163.9,173.8,20.12,130,4.75,145.4,D
42,4.56,33.1,0.12,0.23,161.7,3.94,76.85,22.804,22.835,4.12,22.275,81.48,22.198,21.939,4.13,22.503,77.45,22.082,22.588,4.36,22.877,22.955,78.71,23.127,4.22,23.733,23.561,23.957,8.05,24.115,23.3,22.821,22.553,22.188,1.203,22.175,22.657,23.22,81.82,3.92,23.413,23.718,23.444,80.18,4.23,4.15,3.89,163.8,173.6,20.1,129,4.64,145.3,D
43,4.55,32.3,0.1,0.21,165.8,3.93,76.71,22.76,22.759,4.11,22.268,81.04,22.162,21.9,4.12,22.177,76.73,21.92,22.504,4.33,22.528,22.477,77.59,22.571,4.19,23.135,23.138,23.511,8.05,23.657,22.86,22.496,22.286,21.775,1.233,21.772,22.122,22.642,81.67,4.0,23.39,23.712,23.491,79.37,4.21,4.08,3.87,163.8,173.6,20.01,128,4.8,145.3,D
44,4.47,33.6,0.11,0.2,159.1,3.84,74.8,21.709,21.776,4.1,21.025,80.3,20.914,20.628,4.06,20.992,75.15,20.514,21.162,4.27,21.483,21.617,75.85,21.905,4.1,22.359,22.281,22.456,8.05,22.385,21.58,21.152,21.038,20.745,1.158,20.861,21.22,21.694,80.83,3.88,22.096,22.565,22.406,78.54,4.12,4.01,3.85,163.9,173.8,20.12,130,4.74,145.4,D
45,4.53,32.3,0.09,0.19,166.3,3.89,76.44,23.044,23.058,4.09,22.404,80.83,22.199,21.964,4.09,22.215,76.45,21.614,22.104,4.29,22.288,22.152,77.19,22.144,4.15,22.566,22.517,23.013,8.05,23.343,22.793,22.497,22.403,22.232,1.361,22.922,23.119,23.473,82.29,3.98,23.301,23.721,23.572,78.98,4.19,4.06,3.84,163.8,173.6,19.98,127,4.86,145.3,D
46,4.55,32.7,0.11,0.21,163.6,3.82,75.04,22.135,22.249,4.13,21.72,80.39,21.552,21.195,4.11,21.756,75.07,21.275,21.642,4.31,21.984,22.556,75.81,22.643,4.12,22.931,22.758,22.898,8.05,23.021,22.326,22.047,22.017,21.74,1.235,21.632,22.045,22.63,81.12,3.92,23.299,23.479,22.984,78.24,4.16,4.06,3.86,164.2,174.1,19.87,130,4.78,145.7,D
47,4.55,32.8,0.11,0.21,163.2,3.82,75.04,22.083,22.209,4.13,21.721,80.39,21.513,21.16,4.11,21.733,75.07,21.212,21.583,4.31,21.926,22.496,75.81,22.58,4.12,22.805,22.743,22.883,8.05,23.008,22.287,22.058,22.017,21.688,1.234,21.574,22.007,22.587,81.13,3.91,23.221,23.435,22.91,78.23,4.16,4.06,3.86,164.2,174.1,19.89,129,4.78,145.7,D
48,4.53,33.8,0.11,0.2,158.5,3.8,74.85,21.417,21.474,4.12,21.026,80.22,20.836,20.512,4.09,20.883,74.89,20.445,20.842,4.29,21.124,21.564,75.63,21.485,4.1,21.864,21.86,22.046,8.05,22.132,21.421,21.165,21.141,20.883,1.241,20.894,21.26,21.788,81.14,3.9,22.438,22.634,22.184,78.06,4.14,4.05,3.85,164.2,174.1,19.92,131,4.78,145.7,D
49,4.58,34.1,0.11,0.21,157.0,3.93,76.85,21.356,21.4,4.14,20.867,81.43,20.638,20.314,4.15,20.685,77.2,20.23,20.798,4.35,21.115,21.273,77.96,21.621,4.2,21.995,21.853,21.918,8.05,21.957,21.254,20.909,20.797,20.584,1.314,20.805,21.149,21.599,82.08,4.01,22.354,22.538,22.2,79.76,4.21,4.12,3.9,164.2,174.0,20.02,137,4.84,145.6,D
50,4.54,33.2,0.11,0.21,161.4,3.9,75.84,22.245,22.374,4.12,21.715,80.8,21.555,21.248,4.1,21.488,75.98,21.232,21.741,4.33,21.801,21.723,77.05,21.845,4.17,22.567,22.51,22.901,8.05,22.98,22.228,21.823,21.721,21.309,1.231,21.42,21.843,22.438,81.58,3.96,22.891,23.229,23.038,79.26,4.19,4.06,3.9,163.9,173.6,20.08,129,4.8,145.3,D
51,4.54,32.3,0.1,0.19,166.0,3.89,76.37,22.812,22.65,4.1,22.198,80.95,22.166,21.962,4.11,22.304,76.71,21.832,22.422,4.3,22.663,22.686,77.38,22.819,4.15,23.221,23.205,23.619,8.05,23.752,22.91,22.477,22.327,22.026,1.368,22.199,22.379,22.69,82.34,3.97,22.754,23.216,23.183,79.22,4.17,4.08,3.86,164.2,174.0,20.02,126,4.87,145.6,D
52,4.52,34.0,0.1,0.21,157.3,3.88,75.64,21.543,21.659,4.1,20.963,80.61,20.821,20.588,4.07,20.96,75.79,20.519,21.033,4.31,21.224,21.282,76.85,21.498,4.15,22.163,22.128,22.413,8.05,22.402,21.751,21.339,21.218,20.823,1.235,20.932,21.317,21.809,81.64,3.93,22.055,22.447,22.324,79.07,4.16,4.03,3.88,163.9,173.7,20.1,130,4.8,145.3,D
53,4.43,34.4,0.09,0.18,155.3,3.58,69.51,21.552,21.477,4.08,20.973,79.35,20.878,20.722,3.95,20.856,72.69,20.423,20.684,4.22,20.836,20.956,74.15,21.095,4.06,21.521,21.587,22.086,8.05,22.257,21.64,21.229,21.081,20.849,1.244,20.764,20.967,21.27,80.71,3.5,21.343,21.896,21.893,77.57,4.1,3.97,3.84,163.8,173.5,20.08,130,4.77,145.2,D
54,4.48,32.8,0.11,0.21,163.1,3.82,74.36,22.379,22.474,4.12,21.902,80.15,21.701,21.409,4.05,21.714,74.42,21.25,21.598,4.28,21.812,22.279,75.3,22.204,4.11,22.71,22.766,23.097,8.05,23.105,22.369,21.88,21.851,21.484,1.199,21.363,21.819,22.386,80.99,3.87,23.146,23.435,23.152,78.33,4.14,4.02,3.88,163.9,173.6,20.1,129,4.76,145.3,D
55,4.45,34.0,0.11,0.19,157.4,3.8,74.12,21.718,21.768,4.1,21.08,79.92,20.972,20.677,4.02,20.911,74.19,20.614,21.253,4.25,21.42,21.35,75.06,21.599,4.08,22.146,22.066,22.461,8.05,22.51,21.763,21.28,21.098,20.874,1.208,20.901,21.267,21.777,81.05,3.85,22.098,22.525,22.327,78.1,4.11,3.99,3.86,163.9,173.7,20.1,130,4.77,145.3,D
56,4.49,32.2,0.1,0.2,166.1,3.62,69.81,23.017,22.954,4.13,22.725,79.95,22.614,22.337,3.99,22.458,73.09,21.999,22.363,4.29,22.498,22.411,74.85,22.504,4.11,23.278,23.32,23.813,8.05,24.153,23.526,23.163,23.053,22.676,1.246,21.994,22.375,22.948,80.71,3.52,23.319,23.644,23.452,78.22,4.16,4.02,3.9,163.7,173.5,20.06,129,4.77,145.2,D
57,4.49,31.9,0.1,0.2,168.0,3.62,69.81,23.048,22.987,4.13,22.704,79.95,22.672,22.397,3.99,22.49,73.09,22.036,22.416,4.29,22.547,22.482,74.85,22.534,4.11,23.282,23.388,23.873,8.05,24.175,23.622,23.275,23.116,22.69,1.243,22.157,22.525,22.959,80.71,3.52,23.411,23.696,23.505,78.22,4.16,4.02,3.9,163.7,173.5,20.06,129,4.77,145.2,D
58,4.44,34.4,0.09,0.17,155.1,3.57,69.27,21.314,21.244,4.09,20.784,79.4,20.62,20.459,3.94,20.547,72.57,20.114,20.376,4.24,20.406,20.559,74.33,20.569,4.06,21.141,21.196,21.783,8.05,22.013,21.517,21.114,20.983,20.777,1.26,20.582,20.754,21.101,80.79,3.48,21.105,21.631,21.652,77.67,4.11,3.97,3.85,163.7,173.5,20.06,131,4.78,145.2,D
59,3.96,33.3,0.06,0.2,160.8,3.91,87.4,20.678,20.95,3.89,20.496,89.66,20.123,20.054,3.84,20.12,88.23,20.029,20.605,4.08,20.679,21.178,90.84,20.899,4.1,21.503,21.162,20.963,8.2,20.54,20.496,20.722,20.614,20.553,1.021,20.845,20.641,21.556,87.04,3.77,22.388,22.414,22.106,89.5,4.09,3.82,3.95,165.3,173.9,19.86,129,5.23,182.5,C
60,3.96,34.8,0.05,0.2,153.6,3.91,87.41,20.608,20.86,3.89,20.379,89.66,20.093,20.006,3.84,19.968,88.23,19.953,20.545,4.08,20.625,20.93,90.86,20.801,4.1,21.311,20.997,20.959,8.2,20.552,20.372,20.549,20.464,20.447,1.02,20.767,20.544,21.455,87.04,3.77,22.287,22.342,22.015,89.5,4.09,3.82,3.95,165.3,173.8,19.88,129,5.23,182.5,C
61,4.0,33.0,0.07,0.22,162.1,3.94,87.77,21.782,22.085,3.92,21.633,90.1,21.447,21.437,3.87,21.446,88.69,21.3,21.771,4.11,21.867,22.399,91.29,22.31,4.13,22.822,22.379,22.377,8.2,22.024,21.864,22.146,21.893,21.918,1.02,22.041,21.819,22.816,87.01,3.79,23.926,23.867,23.325,89.94,4.12,3.85,3.98,165.3,173.8,19.93,129,5.23,182.5,C
62,4.38,33.6,0.11,0.19,158.8,3.58,69.71,21.964,21.931,4.11,21.501,79.07,21.28,21.022,3.93,21.121,71.38,20.609,21.024,4.19,21.147,21.245,72.52,21.279,3.97,21.875,21.898,22.335,8.05,22.527,21.793,21.503,21.368,21.076,1.219,20.841,21.136,21.479,80.37,3.54,22.228,22.628,22.41,76.92,4.07,3.94,3.88,163.9,173.7,20.1,130,4.71,145.4,D
