,310X2,310X4,310X5,310X6,310X8,310X9,310X10,310X13,310X19,310X20,310X28,310X29,310X30,310X31,310X32,310X33,310X36,310X37,310X42,310X43,310X96,310X101,310X107,310X131,310X132,310X148,310X149,310X150,310X151,310X152,310X153,310X154,310X155,310X156,310X157,310X158,310X159,310X160,310X168,310X170,310X171,310X172,310X175,310X176,310X177,310X178,310X179,310X180,310X181,310X200,310X201,310X202,310X207,TOOL
10,1.420619,-29.748561,-0.880668,0.074677,0.387201,0.078576,1.385289,-0.440043,0.0,0.0,11.837,15.777,13.255,15.019,14.062,10992,0,0,-56,-109,23.23,26.05534,-1.938472,-301.15173,345.96811,0.31085,0.435479,0.289559,0.358195,0.298707,0.363119,0.167,0.103946,0.159856,0.137767,0.11161,0.161279,0.087426,0.034592,0.031077,0.02079,0.031013,0.041633,0.038076,0.038129,0.045039,0.034705,0.048465,0.048621,0.082,0.061799,0.059945,-119,E
11,1.549669,-19.912811,-0.97052,0.052758,0.348505,-0.039644,1.325901,-0.49316,0.0,0.0,12.057,15.816,13.37,15.038,14.068,10994,0,0,-56,-109,23.33,17.7013,-0.571113,-241.180057,-256.401568,0.302333,0.405593,0.298075,0.36246,0.302974,0.397295,0.119286,0.103946,0.167849,0.129663,0.11161,0.145151,0.087426,0.031133,0.031077,0.02079,0.027567,0.038164,0.038076,0.041595,0.041575,0.041646,0.045003,0.048621,0.087,0.053147,-0.060563,-109,E
12,1.552008,-27.114837,-1.016555,0.185979,0.349656,-0.032872,1.32824,-0.35994,0.0,0.0,11.582,15.647,13.145,15.017,14.743,10990,0,0,-56,-100,23.15,23.653752,-1.779556,-334.090989,423.444669,0.302333,0.405593,0.298075,0.366724,0.302974,0.397295,0.151095,0.103946,0.159856,0.129663,0.103638,0.137087,0.079478,0.031133,0.031077,0.02079,0.031013,0.041633,0.038076,0.041595,0.03811,0.038175,0.048465,0.048621,0.078,0.069833,0.066743,-100,E
13,1.501781,-28.346167,0.591446,1.662557,0.266802,-0.046783,1.278013,1.116638,0.0,0.0,11.706,15.739,13.298,15.046,14.814,10991,0,0,-56,-109,23.27,23.491551,-2.901861,-234.15418,-222.172603,0.302333,0.409863,0.302333,0.366724,0.302974,0.388751,0.119286,0.103946,0.159856,0.137767,0.119582,0.137087,0.079478,0.034592,0.031077,0.02079,0.031013,0.041633,0.034614,0.045062,0.03811,0.034705,0.048465,0.048621,-0.05,0.068597,0.090845,-109,E
14,1.542737,-9.482173,-1.395372,-0.207286,0.17628,-0.036423,1.591897,-0.180483,0.0,0.0,12.73,12.249,12.54,14.935,16.036,10145,9494,867,-41,-65,23.34,7.41263,0.49165,-42.576812,788.55899,0.339255,0.34391,-0.449378,0.461772,-0.386097,0.509701,0.159017,0.112104,0.161733,0.160859,0.137674,0.152654,-0.22201,0.031275,0.034733,-0.020772,0.031346,0.034722,0.055589,0.041625,0.055572,0.041658,0.062582,0.052152,0.107,0.097642,0.108148,-90,D
15,1.650676,-17.461891,-0.614919,0.502297,0.201369,0.038197,1.699837,0.5291,0.0,0.0,12.367,12.297,12.401,14.905,15.546,10149,9490,867,-41,-80,23.27,14.122018,-0.938443,-167.572418,468.902235,0.343496,0.34391,-0.449378,0.461772,-0.386097,0.509701,0.166968,0.144133,0.177907,0.168902,0.145772,0.136585,-0.22201,0.031275,0.034733,0.024233,0.031346,0.03125,0.055589,0.041625,0.059046,0.04513,0.066059,0.055628,0.088,0.094552,0.083429,-95,D
16,1.750869,-4.600025,-1.390707,-0.196667,0.254616,0.055971,1.800029,-0.169864,0.0,0.0,12.489,12.395,12.093,14.915,15.818,10141,9490,867,-41,-75,23.31,2.812591,1.382154,-53.635627,695.962432,0.339255,0.348156,-0.445138,0.461772,-0.394582,0.505454,0.174919,0.112104,0.161733,0.160859,-0.129575,0.14462,-0.229939,0.0278,0.034733,0.024233,0.034829,0.034722,0.055589,0.041625,0.055572,0.041658,0.062582,0.055628,0.078,-0.067361,0.10135,-95,D
17,1.801235,-19.73126,-0.676766,0.67401,0.113653,-0.055025,1.850395,0.700814,0.0,0.0,12.36,12.305,11.996,14.835,15.864,10150,9481,867,-41,-70,23.31,15.956885,-1.372597,-132.40427,373.470081,0.339255,0.34391,-0.449378,0.461772,-0.390339,0.505454,0.166968,0.136126,0.177907,0.160859,-0.129575,0.136585,-0.229939,0.031275,0.034733,0.024233,0.031346,0.038194,0.052115,0.045094,0.052099,0.041658,0.059105,0.055628,0.123,0.103822,0.116182,-90,D
18,1.769706,-7.139406,-1.439788,-0.272252,0.132486,-0.036586,1.818867,-0.245449,0.0,0.0,12.471,12.273,11.375,14.767,15.953,10147,9491,867,-41,-95,23.28,5.437409,1.09813,2.206035,725.602835,0.335015,0.348156,-0.445138,0.461772,-0.390339,0.505454,0.166968,0.120111,0.16982,0.160859,0.121477,0.14462,-0.214081,0.031275,0.034733,0.024233,0.031346,0.034722,0.04864,0.041625,0.052099,0.041658,0.059105,0.059105,0.095,0.101968,0.054383,-85,D
19,1.672414,-19.430172,-0.518624,0.720833,0.197646,0.005995,1.721574,0.747636,0.0,0.0,12.561,12.299,12.314,14.864,16.004,10141,9487,867,-41,-75,23.37,15.799314,-1.364582,-183.042862,465.660295,0.339255,0.34391,-0.449378,0.461772,-0.386097,0.505454,0.166968,0.120111,0.177907,0.160859,-0.129575,0.136585,-0.229939,0.0278,0.034733,0.024233,0.031346,0.034722,0.052115,0.041625,0.052099,0.041658,0.059105,0.052152,0.077,0.088991,0.124216,-90,D
20,1.736326,-4.454987,-1.512796,-0.310883,0.259576,-0.143553,1.783113,-0.254793,0.0,0.0,12.579,12.311,12.139,14.849,16.912,10144,9492,866,-41,-70,23.28,2.487719,1.232631,-35.141387,727.230885,0.339255,0.34391,-0.449378,0.461772,-0.390339,0.501206,0.159017,0.112104,0.161733,0.176945,-0.121477,0.152654,-0.22201,0.031275,0.034733,-0.020772,0.034829,0.034722,0.055589,0.045094,0.055572,0.041658,0.062582,0.052152,0.115,0.094552,0.070451,-85,D
21,1.632744,-21.075184,-0.821659,0.465983,0.190013,-0.097673,1.679531,0.522073,0.0,0.0,12.337,12.201,12.387,14.907,16.379,10146,9490,866,-41,-70,23.28,17.297734,-1.325853,-126.165413,447.791721,0.343496,0.34391,-0.449378,0.461772,-0.390339,0.501206,0.166968,0.120111,0.16982,0.184988,-0.113378,0.136585,-0.214081,0.031275,0.034733,-0.020772,0.034829,0.03125,0.055589,0.041625,0.052099,0.041658,0.069535,0.055628,0.112,0.115564,0.051911,-90,D
22,1.510599,-7.852806,-1.312322,-0.146986,0.117847,-0.067926,1.557387,-0.090896,0.0,0.0,12.142,12.239,10.899,14.744,15.785,10147,9493,866,-41,-75,23.3,5.989228,0.789519,14.758607,617.971059,0.343496,0.339664,-0.449378,0.461772,-0.394582,0.496959,0.174919,0.128118,0.16982,0.160859,0.129575,0.14462,-0.22201,0.031275,0.034733,-0.020772,0.031346,0.027778,0.055589,0.045094,0.055572,0.041658,0.069535,0.052152,0.104,0.11371,0.067361,-95,D
23,1.683817,-22.906531,-0.737407,0.485238,0.167776,-0.144805,1.730604,0.541328,0.0,0.0,12.328,12.178,11.548,14.713,15.852,10135,9493,866,-41,-70,23.33,18.868435,-1.703126,-115.432146,456.322149,0.347737,0.339664,-0.445138,0.457535,-0.390339,0.501206,0.166968,0.120111,0.16982,0.160859,-0.129575,0.152654,-0.22201,0.031275,0.034733,-0.01731,0.034829,0.034722,0.059063,0.045094,0.055572,0.041658,0.062582,0.055628,0.098,0.10135,0.063035,-70,D
24,1.5355,-26.130176,-0.536031,0.548397,0.367819,0.108694,1.395703,0.004474,0.0,0.0,11.564,15.701,13.075,15.045,14.22,10986,0,0,-56,-114,23.15,22.654414,-1.917691,-289.099078,399.690017,0.302333,0.461095,0.319366,0.422159,0.320043,0.354575,0.151095,0.103946,0.151863,0.12156,0.119582,0.129024,0.079478,0.034592,0.031077,0.024255,0.031013,0.041633,0.034614,0.041595,0.041575,0.034705,0.048465,0.048621,-0.052,0.058091,0.071069,-119,E
25,1.822016,-13.213557,-1.044122,-0.110232,0.516742,0.110525,1.727562,-0.66285,0.0,0.0,12.277,15.641,13.221,14.898,14.124,10899,0,0,-56,-100,23.19,11.407534,0.308532,-268.119885,-267.761636,0.302333,0.456826,0.323624,0.426423,0.315776,0.350303,0.111333,0.09595,0.159856,0.129663,0.11161,0.137087,0.087426,0.031133,0.031077,0.024255,0.031013,0.041633,0.041537,0.045062,0.041575,0.038175,0.045003,0.052094,0.093,0.048203,0.056237,-61,E
26,1.713515,-24.566136,-0.922536,0.265951,0.153885,-0.050148,1.843348,0.207845,0.0,0.0,12.04,12.298,11.244,14.738,16.161,10126,9486,866,-41,-70,23.32,20.3899,-1.665763,-41.468535,286.940691,0.347737,0.339664,-0.445138,0.461772,-0.394582,0.518196,0.151066,0.112104,0.153647,0.13673,0.121477,0.14462,-0.22201,0.031275,0.034733,-0.01731,0.034829,0.038194,0.055589,0.045094,0.055572,0.041658,0.062582,0.052152,0.085,0.09517,0.111856,-80,D
27,1.504505,-22.935152,-1.16573,-0.255759,0.32556,0.165075,1.433056,-0.773967,0.0,0.0,11.62,15.741,13.146,15.027,14.198,10985,0,0,-56,-109,23.03,20.146731,-0.823544,-295.247975,-284.676462,0.306591,0.43121,0.293817,0.36246,0.302974,0.354575,0.119286,0.103946,0.143871,0.129663,0.11161,0.153215,0.079478,0.031133,0.031077,0.024255,0.031013,0.038164,0.038076,0.051994,0.041575,0.034705,0.048465,0.052094,0.082,0.095788,-0.054383,-158,E
28,1.461006,-26.779182,-0.639191,0.246388,0.201568,0.284471,1.399237,-0.26269,0.0,0.0,11.721,15.833,13.367,15.068,14.326,10888,0,0,-56,-100,23.19,22.974799,-2.169805,-316.144073,343.846288,0.31085,0.43121,0.298075,0.366724,0.307242,0.358847,0.13519,0.09595,0.151863,0.129663,0.11161,0.145151,0.087426,0.031133,0.031077,0.02079,0.031013,0.038164,0.041537,0.045062,0.041575,0.038175,0.048465,0.048621,0.089,0.097024,0.075395,-114,E
29,1.629338,-31.651854,-0.278633,0.746538,0.380659,-0.108128,1.435047,0.208529,0.0,0.0,11.556,15.644,13.106,14.936,15.033,11000,0,0,-56,-109,23.32,27.949242,-2.77628,-321.991101,376.70047,0.31085,0.452557,0.323624,0.405102,0.298707,0.354575,0.13519,0.103946,0.159856,0.129663,0.103638,0.137087,0.079478,0.031133,0.031077,0.02079,0.027567,0.038164,0.034614,0.041595,0.041575,0.034705,0.045003,0.048621,0.079,0.079721,-0.060563,-114,E
30,1.232564,-23.268576,-0.924081,-0.230702,0.187435,0.092522,1.090855,-0.752218,0.0,0.0,11.607,15.821,13.076,15.0,14.505,10986,0,0,-56,-104,23.12,20.600902,-1.24844,-217.119255,-246.617165,0.302333,0.456826,0.327882,0.400838,0.29444,0.354575,0.13519,0.09595,0.167849,0.129663,0.11161,0.137087,0.087426,0.034592,0.031077,0.024255,0.027567,0.038164,0.041537,0.041595,0.041575,0.038175,0.048465,0.045148,0.119,0.089609,-0.059945,-114,E
31,1.438749,-24.694221,-1.133577,0.073412,0.30667,0.039792,1.407949,-0.376081,0.0,0.0,12.285,15.649,13.199,14.908,14.219,10541,0,0,-56,-104,23.26,21.24763,-1.483776,-291.116774,366.915799,0.340657,0.465365,0.374723,0.400838,0.277371,0.354575,0.119286,0.09595,0.151863,0.129663,0.11161,0.145151,0.079478,0.031133,0.031077,0.02079,0.031013,0.041633,0.038076,0.045062,0.041575,0.034705,0.048465,0.052094,-0.054,-0.061181,0.061181,-163,E
32,1.256659,-26.247496,-0.461084,0.868874,0.278828,0.037002,1.225859,0.41938,0.0,0.0,11.552,15.698,13.177,15.013,14.245,10548,0,0,-56,-114,23.21,22.863169,-2.023381,-273.91315,-277.314328,0.336399,0.465365,0.370465,0.400838,0.273104,0.350303,0.119286,0.103946,0.151863,0.129663,0.11161,0.145151,0.079478,0.031133,0.031077,-0.017325,0.027567,0.041633,0.038076,0.045062,0.03811,0.038175,0.045003,0.048621,0.079,0.100114,0.077867,-119,E
33,1.291526,-23.380108,-1.274907,0.09237,0.20061,-0.003437,1.260726,-0.357124,0.0,0.0,12.311,15.806,13.177,14.925,14.261,10548,0,0,-56,-114,23.23,20.756411,-1.190637,-287.584716,295.993176,0.336399,0.465365,0.370465,0.400838,0.277371,0.354575,0.151095,0.103946,0.151863,0.129663,0.103638,0.137087,0.087426,0.031133,0.031077,0.02079,0.031013,0.041633,0.034614,0.041595,0.03811,0.038175,0.045003,0.052094,-0.054,0.092698,0.064889,-163,E
34,1.670699,-15.531591,-1.78064,-0.706909,0.204292,-0.201787,1.73809,-0.587716,0.0,0.0,12.333,12.287,12.367,14.892,16.035,10126,9486,866,-41,-70,23.34,13.247038,0.319563,-7.149205,783.698454,0.343496,0.34391,-0.449378,0.457535,-0.398825,0.505454,0.166968,0.112104,0.153647,0.160859,-0.129575,0.152654,-0.237868,0.031275,0.031259,-0.020772,0.034829,0.034722,0.052115,0.041625,0.059046,0.04513,0.059105,0.059105,0.076,0.101968,0.106294,-75,D
35,1.783289,-14.033397,-0.922303,0.267407,0.138517,-0.153531,1.85068,0.3866,0.0,0.0,14.195,12.28,11.959,14.67,15.342,10132,9485,866,-41,-70,23.3,10.741107,-0.603205,-61.70597,478.664785,0.347737,0.34391,-0.449378,0.457535,-0.390339,0.509701,0.159017,0.120111,0.153647,0.128687,-0.121477,0.152654,-0.229939,0.031275,0.034733,-0.020772,0.034829,0.038194,0.052115,0.045094,0.055572,0.048601,0.062582,0.055628,0.126,0.116182,0.093934,-90,D
36,1.796382,-15.222743,-1.832499,-0.692449,0.292543,-0.029493,1.863773,-0.573256,0.0,0.0,12.195,12.384,12.322,14.843,15.909,10130,9485,866,-41,-70,23.35,12.826038,0.57775,50.909519,598.067282,0.343496,0.348156,-0.445138,0.457535,-0.394582,0.505454,0.159017,0.128118,0.161733,0.152816,0.113378,0.152654,-0.229939,0.031275,0.034733,-0.020772,0.034829,-0.027778,0.055589,0.041625,0.055572,0.041658,0.059105,0.052152,0.108,0.115564,0.069833,-90,D
37,1.701044,-31.565342,-0.913749,0.408749,0.505846,0.016429,1.625821,-0.089404,0.0,0.0,12.476,15.639,13.129,14.906,14.266,10579,0,0,-56,-104,23.19,27.889521,-2.07487,-210.733556,396.610725,0.2853,0.392785,0.293817,0.36246,0.29444,0.363119,0.13519,0.103946,0.159856,0.137767,0.11161,0.137087,0.095374,0.031133,0.031077,0.02079,0.027567,0.038164,0.038076,0.038129,0.041575,0.038175,0.048465,0.045148,0.113,0.097642,0.080957,-202,E
38,1.826853,-29.254889,-1.083424,0.17743,0.401919,-0.214912,1.75163,-0.320723,0.0,0.0,11.521,15.715,13.214,15.11,14.366,10577,0,0,-56,-114,23.11,25.698035,-1.932672,-229.899349,448.2663,0.2853,0.388516,0.293817,0.36246,0.298707,0.363119,0.127238,0.111942,0.159856,0.129663,0.11161,0.129024,0.079478,0.031133,0.031077,0.02079,0.027567,0.038164,0.038076,0.041595,0.045039,0.038175,0.048465,0.052094,0.097,0.139666,-0.059945,-163,E
39,1.635983,-35.104748,-0.172261,1.080564,0.29293,-0.114623,1.536662,0.572144,0.0,0.0,11.545,15.657,13.146,14.983,14.694,10980,0,0,-56,-109,23.16,30.32371,-3.484006,-281.902888,424.157502,0.302333,0.405593,0.293817,0.370988,0.307242,0.397295,0.13519,0.09595,0.159856,0.137767,0.11161,0.137087,0.079478,0.031133,0.03453,0.02079,0.027567,0.038164,0.038076,0.041595,0.041575,0.034705,0.048465,0.052094,0.088,0.058709,-0.050675,-109,E
40,1.533983,-27.402371,0.124902,1.346453,0.262649,0.027024,1.395358,0.888234,0.0,0.0,11.946,15.625,13.182,15.05,14.232,10985,0,0,-56,-100,23.1,22.726591,-2.823505,-178.493692,-234.718832,0.298075,0.401324,0.293817,0.366724,0.320043,0.401567,0.13519,0.103946,0.151863,0.129663,0.11161,0.145151,0.079478,0.034592,0.03453,0.024255,0.031013,0.041633,0.038076,0.045062,0.045039,0.038175,0.051927,0.048621,-0.055,0.13534,-0.052529,-100,E
41,1.60825,-27.219525,-0.17196,0.993441,0.263761,-0.089199,1.482466,0.532725,0.0,0.0,12.025,15.789,13.217,14.973,14.134,10992,0,0,-56,-114,23.28,23.050891,-2.58883,-244.107249,-271.713667,0.306591,0.422671,0.306591,0.388045,0.29444,0.384479,0.13519,0.09595,0.151863,0.137767,0.11161,0.137087,0.087426,0.034592,0.031077,0.02079,0.031013,0.041633,0.034614,0.045062,0.03811,0.038175,0.045003,0.048621,-0.049,0.084047,0.09208,-85,E
42,1.44691,-13.639648,-0.749093,0.118713,0.347855,-0.122207,1.235543,-0.368833,0.0,0.0,11.923,15.852,13.337,15.069,14.243,10994,0,0,-56,-114,23.32,11.60502,-0.355804,-186.720709,-332.163818,0.302333,0.405593,0.302333,0.36246,0.298707,0.384479,0.151095,0.103946,0.159856,0.129663,0.103638,0.145151,0.079478,0.031133,0.031077,-0.017325,0.027567,0.038164,0.038076,0.041595,0.041575,0.038175,0.051927,0.048621,0.055,0.192813,0.072923,-109,E
43,1.548056,-31.879352,-0.638124,0.432205,0.277727,-0.133935,1.290298,-0.09491,0.0,0.0,11.564,15.722,13.241,15.098,14.335,10983,0,0,-56,-109,23.23,27.991296,-2.610823,-296.855281,399.712912,0.302333,0.405593,0.293817,0.353931,0.302974,0.380207,0.127238,0.09595,0.159856,0.137767,0.11161,0.137087,0.095374,0.031133,0.03453,0.02079,0.031013,0.041633,0.034614,0.045062,0.041575,0.034705,0.048465,0.048621,0.095,0.077867,0.060563,-109,E
44,1.68611,-23.386345,-0.573635,0.782486,0.270621,-0.168275,1.583317,0.265234,0.0,0.0,11.778,15.708,13.643,15.066,14.848,10996,0,0,-56,-100,23.25,19.620505,-1.92194,-338.659117,426.943185,0.302333,0.42694,0.306591,0.392309,0.29444,0.384479,0.127238,0.09595,0.159856,0.145871,0.11161,0.137087,0.087426,0.031133,0.031077,0.02079,0.031013,0.038164,0.034614,0.041595,0.041575,0.038175,0.048465,0.048621,-0.052,0.052529,0.082193,-109,E
45,1.261623,-26.065468,-0.685489,0.353204,0.375794,0.081282,1.022743,-0.14972,0.0,0.0,11.584,15.713,13.168,15.012,14.049,10994,0,0,-56,-114,23.11,22.610027,-1.974716,-282.374771,362.020444,0.306591,0.405593,0.293817,0.358195,0.29444,0.388751,0.13519,0.09595,0.151863,0.129663,0.103638,0.137087,0.079478,0.034592,0.03453,0.024255,0.031013,0.041633,0.038076,0.038129,0.045039,0.034705,0.048465,0.045148,0.054,-0.060563,0.072923,-124,E
46,1.111778,-30.259905,-1.58146,-0.496265,0.340794,-0.056825,0.90586,-0.997515,0.0,0.0,11.361,15.726,13.188,15.052,14.09,10573,0,0,-56,-114,23.22,27.619307,-1.36667,-259.730677,362.678654,0.323624,0.43121,0.31085,0.370988,0.277371,0.380207,0.119286,0.103946,0.167849,0.137767,0.103638,0.153215,0.079478,0.031133,0.031077,-0.017325,0.027567,0.041633,0.038076,0.045062,0.03811,0.038175,0.045003,0.052094,0.086,0.064889,0.086519,-124,E
47,1.127399,-18.27382,-0.365921,0.901089,0.287713,0.03678,0.921481,0.399839,0.0,0.0,11.659,15.748,13.009,15.146,14.352,10566,0,0,-56,-114,23.12,15.421338,-1.377757,-185.45171,-266.12517,0.323624,0.439748,0.306591,0.379517,0.277371,0.367391,0.119286,0.103946,0.151863,0.129663,0.11161,0.137087,0.079478,0.031133,0.031077,0.02079,0.031013,0.041633,0.038076,0.045062,0.03811,0.038175,0.048465,0.045148,0.061,0.064889,0.090227,-119,E
48,1.095011,-31.921629,-1.649394,-0.475467,0.332106,0.000869,0.889093,-0.976718,0.0,0.0,11.562,15.736,13.18,15.037,14.088,10565,0,0,-56,-109,23.06,28.682277,-1.766251,-274.983949,387.183528,0.323624,0.43121,0.306591,0.370988,0.273104,0.375935,0.151095,0.09595,0.159856,0.129663,0.11161,0.137087,0.079478,0.031133,0.031077,0.02079,0.031013,0.041633,0.041537,0.048528,0.041575,0.034705,0.048465,0.05904,-0.054,0.077249,0.053765,-158,E
49,1.285637,-27.510331,-1.720912,-0.545161,0.352452,0.031316,1.154345,-1.082055,0.0,0.0,11.615,15.728,13.532,15.061,14.219,10997,0,0,-56,-114,23.03,25.119362,-1.063037,-278.020163,358.501271,0.315108,0.422671,0.298075,0.383781,0.298707,0.375935,0.159048,0.103946,0.167849,0.129663,0.119582,0.145151,0.095374,0.031133,0.03453,0.017325,0.027567,0.038164,0.038076,0.038129,0.041575,0.034705,0.045003,0.048621,0.073,0.088373,0.096406,-85,E
50,1.85396,-24.554455,-1.465456,-0.292982,0.364326,-0.068395,1.719502,-0.766053,0.0,0.0,11.581,15.724,13.197,14.969,14.21,10993,0,0,-56,-109,23.13,21.694302,-0.892868,-249.171111,-218.332137,0.315108,0.422671,0.281042,0.388045,0.29444,0.384479,0.127238,0.103946,0.167849,0.129663,0.11161,0.153215,0.079478,0.031133,0.031077,0.02079,0.027567,0.038164,0.034614,0.041595,0.03811,0.034705,0.045003,0.048621,0.074,0.058091,-0.060563,-104,E
51,1.533786,-18.076915,-0.647501,0.29208,0.46015,-0.020621,1.426676,-0.184867,0.0,0.0,11.601,15.683,13.159,14.922,14.177,10890,0,0,-56,-109,23.23,15.182018,-1.04724,-221.491859,-239.097253,0.319366,0.422671,0.293817,0.383781,0.311509,0.388751,0.127238,0.09595,0.151863,0.12156,0.103638,0.145151,0.079478,0.031133,0.031077,0.02079,0.031013,0.038164,0.041537,0.045062,0.041575,0.038175,0.045003,0.045148,0.099,0.089609,0.087755,-104,E
52,1.550973,-27.164136,0.283976,1.45899,0.32918,-0.143565,1.435189,0.991388,0.0,0.0,11.863,15.63,13.57,14.986,14.287,10992,0,0,-56,-85,23.26,22.492292,-2.951146,-315.033058,408.106788,0.306591,0.422671,0.281042,0.388045,0.29444,0.384479,0.119286,0.103946,0.151863,0.129663,0.11161,0.137087,0.087426,0.034592,0.031077,-0.01386,0.031013,0.041633,0.038076,0.041595,0.041575,0.034705,0.045003,0.041675,0.097,-0.058091,0.079721,-114,E
