,300X1,null_count,TOOL
256,85188.0,0,E
257,85187.0,0,E
258,88098.0,0,E
259,86948.0,0,E
260,88101.0,0,E
261,,1,E
262,85404.0,0,E
263,88100.0,0,E
264,29526.0,0,N
265,29525.0,0,N
266,29540.0,0,N
267,29539.0,0,N
268,29550.0,0,N
269,29549.0,0,N
270,84219.0,0,E
271,83388.0,0,E
272,83411.0,0,E
273,24275.0,0,N
274,24277.0,0,N
275,29500.0,0,N
276,29499.0,0,N
277,29502.0,0,N
278,83726.0,0,E
279,83749.0,0,E
280,28538.0,0,N
281,88202.0,0,E
282,28537.0,0,N
283,88205.0,0,E
284,28545.0,0,N
285,88204.0,0,E
286,28548.0,0,N
287,88212.0,0,E
288,28562.0,0,N
289,88215.0,0,E
290,28561.0,0,N
291,88214.0,0,E
292,88227.0,0,E
293,86079.0,0,E
294,88226.0,0,E
295,88229.0,0,E
296,84872.0,0,E
297,84895.0,0,E
298,87760.0,0,E
299,87763.0,0,E
300,87762.0,0,E
301,84860.0,0,E
302,84863.0,0,E
303,84863.0,0,E
304,84868.0,0,E
305,84867.0,0,E
306,84870.0,0,E
307,85198.0,0,E
308,84869.0,0,E
309,85208.0,0,E
310,83647.0,0,E
311,87734.0,0,E
312,83650.0,0,E
313,87737.0,0,E
314,83649.0,0,E
315,,1,E
316,83652.0,0,E
317,87761.0,0,E
318,83651.0,0,E
319,83794.0,0,E
320,83654.0,0,E
321,83653.0,0,E
322,83817.0,0,E
323,83656.0,0,E
324,,1,E
325,80637.0,0,E
326,,1,E
327,,1,E
328,83657.0,0,E
329,83660.0,0,E
330,83659.0,0,E
331,84873.0,0,E
332,84036.0,0,E
333,84059.0,0,E
334,86053.0,0,E
335,85842.0,0,E
336,86921.0,0,E
337,86944.0,0,E
338,85972.0,0,E
339,86323.0,0,E
340,86154.0,0,E
341,86346.0,0,E
342,85488.0,0,E
343,85511.0,0,E
344,84508.0,0,E
345,84530.0,0,E
346,84531.0,0,E
347,83596.0,0,E
348,84274.0,0,E
349,83619.0,0,E
350,84297.0,0,E
351,85340.0,0,E
352,85363.0,0,E
353,84144.0,0,E
354,84167.0,0,E
355,83732.0,0,E
356,83734.0,0,E
357,88523.0,0,E
358,88526.0,0,E
359,87500.0,0,E
360,86312.0,0,E
361,,1,E
362,87502.0,0,E
363,87501.0,0,E
364,87448.0,0,E
365,87475.0,0,E
366,86748.0,0,E
367,86100.0,0,E
368,86772.0,0,E
369,86449.0,0,E
370,86105.0,0,E
371,86128.0,0,E
372,88238.0,0,E
373,87295.0,0,E
374,87318.0,0,E
375,87552.0,0,E
376,87579.0,0,E
377,88280.0,0,E
378,88283.0,0,E
379,87891.0,0,E
380,88282.0,0,E
381,,1,E
382,88673.0,0,E
383,85858.0,0,E
384,87815.0,0,E
385,88125.0,0,E
386,87087.0,0,E
387,87110.0,0,E
388,85514.0,0,E
389,86573.0,0,E
390,29528.0,0,N
391,85537.0,0,E
392,29537.0,0,N
393,86596.0,0,E
394,87812.0,0,E
395,29547.0,0,N
396,88566.0,0,E
397,88569.0,0,E
398,88568.0,0,E
399,83400.0,0,E
400,86599.0,0,E
401,86622.0,0,E
402,85513.0,0,E
403,,1,E
404,85515.0,0,E
405,85518.0,0,E
406,85517.0,0,E
407,85520.0,0,E
408,85519.0,0,E
409,88436.0,0,E
410,85522.0,0,E
411,88439.0,0,E
412,85521.0,0,E
413,88440.0,0,E
414,88443.0,0,E
415,85524.0,0,E
416,85523.0,0,E
417,85526.0,0,E
418,85525.0,0,E
419,85528.0,0,E
420,85527.0,0,E
421,85530.0,0,E
422,85529.0,0,E
423,85532.0,0,E
424,85531.0,0,E
425,28728.0,0,N
426,89197.0,0,E
427,89196.0,0,E
428,89199.0,0,E
429,85910.0,0,E
430,89109.0,0,E
431,89112.0,0,E
432,89111.0,0,E
433,89134.0,0,E
434,89133.0,0,E
435,89135.0,0,E
436,29638.0,0,N
437,29788.0,0,N
438,29632.0,0,N
439,89431.0,0,E
440,89430.0,0,E
441,89433.0,0,E
442,82935.0,0,E
443,82958.0,0,E
444,89082.0,0,E
445,29656.0,0,N
446,29655.0,0,N
447,29658.0,0,N
448,89483.0,0,E
449,89482.0,0,E
450,89485.0,0,E
451,29777.0,0,N
452,24250.0,0,N
453,24273.0,0,N
454,28746.0,0,N
455,29523.0,0,N
456,28769.0,0,N
457,,1,E
458,88892.0,0,E
459,82946.0,0,E
460,88901.0,0,E
461,89222.0,0,E
462,88903.0,0,E
463,89225.0,0,E
464,28772.0,0,N
465,28795.0,0,N
466,86001.0,0,E
467,86024.0,0,E
468,89677.0,0,E
469,89676.0,0,E
470,89679.0,0,E
471,87884.0,0,E
472,86790.0,0,E
473,31514.0,0,N
474,86799.0,0,E
475,31513.0,0,N
476,31516.0,0,N
477,89498.0,0,E
478,89765.0,0,E
479,89599.0,0,E
480,89611.0,0,E
481,89623.0,0,E
482,89693.0,0,E
483,88969.0,0,E
484,88968.0,0,E
485,88971.0,0,E
486,87787.0,0,E
487,87527.0,0,E
488,,1,E
489,86947.0,0,E
490,,1,E
491,86970.0,0,E
492,86107.0,0,E
493,86123.0,0,E
494,86125.0,0,E
495,86129.0,0,E
496,32354.0,0,N
497,32353.0,0,N
498,86322.0,0,E
499,32356.0,0,N
0,86334.0,0,E
1,86344.0,0,E
2,88540.0,0,E
3,88567.0,0,E
4,89552.0,0,E
5,89703.0,0,E
6,89555.0,0,E
7,90053.0,0,E
8,90052.0,0,E
9,90055.0,0,E
10,90056.0,0,E
11,87682.0,0,E
12,89702.0,0,E
13,89705.0,0,E
14,87709.0,0,E
15,91178.0,0,E
16,91177.0,0,E
17,88644.0,0,E
18,91180.0,0,E
19,91189.0,0,E
20,88671.0,0,E
21,91192.0,0,E
22,91191.0,0,E
23,32172.0,0,N
24,91199.0,0,E
25,32171.0,0,N
26,91202.0,0,E
27,91201.0,0,E
28,32174.0,0,N
29,32431.0,0,N
30,32434.0,0,N
31,32433.0,0,N
32,87061.0,0,E
33,87084.0,0,E
34,87604.0,0,E
35,87631.0,0,E
36,31565.0,0,N
37,90025.0,0,E
38,31568.0,0,N
39,31567.0,0,N
40,90024.0,0,E
41,31571.0,0,N
42,90027.0,0,E
43,32380.0,0,N
44,91230.0,0,E
45,32386.0,0,N
46,91229.0,0,E
47,32394.0,0,N
48,91232.0,0,E
49,32400.0,0,N
50,91242.0,0,E
51,32403.0,0,N
52,88411.0,0,E
53,91251.0,0,E
54,91254.0,0,E
55,91253.0,0,E
56,90174.0,0,E
57,87064.0,0,E
58,87067.0,0,E
59,87066.0,0,E
60,88593.0,0,E
61,88774.0,0,E
62,88801.0,0,E
63,,1,E
64,88775.0,0,E
65,87309.0,0,E
66,87316.0,0,E
67,87370.0,0,E
68,,1,E
69,,1,E
70,87165.0,0,E
71,32509.0,0,N
72,32511.0,0,N
73,32515.0,0,N
74,89052.0,0,E
75,89075.0,0,E
76,89849.0,0,E
77,89848.0,0,E
78,32512.0,0,N
79,89000.0,0,E
80,88999.0,0,E
81,89003.0,0,E
82,89006.0,0,E
83,87742.0,0,E
84,87752.0,0,E
85,88514.0,0,E
86,88541.0,0,E
87,89220.0,0,E
88,89026.0,0,E
89,89049.0,0,E
90,89145.0,0,E
91,,1,E
92,91037.0,0,E
93,89274.0,0,E
94,89277.0,0,E
95,89276.0,0,E
96,29708.0,0,N
97,89296.0,0,E
98,88217.0,0,E
99,89299.0,0,E
0,29731.0,0,N
1,89298.0,0,E
2,29786.0,0,N
3,88488.0,0,E
4,29809.0,0,N
5,88515.0,0,E
6,90778.0,0,E
7,90777.0,0,E
8,88307.0,0,E
9,90780.0,0,E
10,89249.0,0,E
11,89272.0,0,E
12,88886.0,0,E
13,88909.0,0,E
14,89078.0,0,E
15,29679.0,0,N
16,,1,E
17,90752.0,0,E
18,90751.0,0,E
19,90754.0,0,E
20,29802.0,0,N
21,29801.0,0,N
22,89405.0,0,E
23,89428.0,0,E
24,88506.0,0,E
25,89791.0,0,E
26,89814.0,0,E
27,89457.0,0,E
28,89480.0,0,E
29,91691.0,0,E
30,91690.0,0,E
31,91693.0,0,E
32,91692.0,0,E
33,91695.0,0,E
34,91694.0,0,E
35,88599.0,0,E
36,88607.0,0,E
37,32835.0,0,N
38,32846.0,0,N
39,29797.0,0,N
40,90856.0,0,E
41,90863.0,0,E
42,90873.0,0,E
43,28558.0,0,N
44,32328.0,0,N
45,32327.0,0,N
46,32330.0,0,N
47,91701.0,0,E
48,91700.0,0,E
49,,1,E
50,91712.0,0,E
51,91715.0,0,E
52,89700.0,0,E
53,89278.0,0,E
54,89288.0,0,E
55,89895.0,0,E
56,89918.0,0,E
57,31537.0,0,N
58,89353.0,0,E
59,88800.0,0,E
60,28486.0,0,N
61,88826.0,0,E
62,28509.0,0,N
63,,1,E
64,90907.0,0,E
65,90910.0,0,E
66,89947.0,0,E
67,89970.0,0,E
68,91070.0,0,E
69,88670.0,0,E
70,89973.0,0,E
71,88697.0,0,E
72,90224.0,0,E
73,89996.0,0,E
74,90223.0,0,E
75,90226.0,0,E
76,84323.0,0,E
77,89999.0,0,E
78,89998.0,0,E
79,89869.0,0,E
80,90726.0,0,E
81,89892.0,0,E
82,90748.0,0,E
83,91256.0,0,E
84,91255.0,0,E
85,89246.0,0,E
86,91258.0,0,E
87,90161.0,0,E
88,91277.0,0,E
89,90184.0,0,E
90,91280.0,0,E
91,89171.0,0,E
92,91279.0,0,E
93,89194.0,0,E
94,32120.0,0,N
95,32143.0,0,N
96,89788.0,0,E
97,31592.0,0,N
98,31615.0,0,N
99,85923.0,0,E
100,85946.0,0,E
101,90051.0,0,E
102,90546.0,0,E
103,90569.0,0,E
104,89547.0,0,E
105,89506.0,0,E
106,89622.0,0,E
107,88674.0,0,E
108,88682.0,0,E
109,87243.0,0,E
110,87191.0,0,E
111,91038.0,0,E
112,91040.0,0,E
113,91042.0,0,E
114,91044.0,0,E
115,91046.0,0,E
116,91142.0,0,E
117,91141.0,0,E
118,32432.0,0,N
119,91144.0,0,E
120,89557.0,0,E
