,0,1
503,-5,2
504,-5,2
505,-2,3
506,-2,3
507,-2,3
508,0,1
509,-5,2
510,-5,2
511,-2,3
512,2,1
513,-5,2
514,2,1
515,-5,2
516,-2,3
517,0,1
518,0,1
519,-2,3
520,-2,3
521,2,1
522,-5,2
523,0,1
524,0,1
525,-5,2
526,-5,2
527,-2,3
528,-2,3
529,-2,3
530,0,1
531,-5,2
532,-2,3
533,-5,2
534,-2,3
535,0,1
536,-5,2
537,-5,2
538,-2,3
539,0,1
540,2,1
541,-5,2
542,-2,3
543,-2,3
544,-5,2
545,-2,3
546,-2,3
547,-5,2
548,0,1
549,-5,2
550,-5,2
551,0,1
552,0,1
553,0,1
554,-5,2
555,-2,3
556,-2,3
557,2,1
558,-2,3
559,0,1
560,0,1
561,-2,3
562,-5,2
563,-2,3
564,-5,2
565,-2,3
566,-2,3
567,-2,3
568,0,1
569,2,1
570,0,1
571,-5,2
572,0,1
573,-5,2
574,2,1
575,-5,2
576,2,1
577,-5,2
578,-2,3
579,-2,3
580,0,1
581,-5,2
582,-2,3
583,-2,3
584,0,1
585,-2,3
586,0,1
587,2,1
588,-2,3
589,2,1
590,0,1
591,-2,3
592,-2,3
593,0,1
594,-2,3
595,0,1
596,2,1
597,2,1
598,0,1
599,-2,3
600,-2,3
601,2,1
602,2,1
603,-2,3
604,-5,2
605,-5,2
606,-2,3
607,0,1
608,-2,3
609,-5,2
610,-2,3
611,0,1
612,-5,2
613,-2,3
614,-5,2
615,-2,3
616,-5,2
617,2,1
618,-5,2
619,2,1
620,-5,2
621,-2,3
622,-2,3
623,-2,3
624,-2,3
625,0,1
626,-5,2
627,-5,2
628,-2,3
629,-2,3
630,0,1
631,-5,2
632,-2,3
633,2,1
634,-5,2
635,-2,3
636,-5,2
637,-5,2
638,-5,2
639,-5,2
640,0,1
641,0,1
642,-5,2
643,-2,3
644,2,1
645,-5,2
646,-2,3
647,2,1
648,-5,2
649,-2,3
650,-5,2
651,-2,3
652,2,1
653,2,1
654,0,1
655,-2,3
656,-5,2
657,-2,3
658,-2,3
659,-5,2
660,-5,2
661,2,1
662,-2,3
663,-5,2
664,-2,3
665,0,1
666,-5,2
667,-2,3
668,-2,3
669,-5,2
670,0,1
671,2,1
672,-5,2
673,-5,2
674,-2,3
675,0,1
676,-5,2
677,-2,3
678,2,1
679,-2,3
680,-5,2
681,2,1
682,-2,3
683,-2,3
684,2,1
685,-2,3
686,-5,2
687,-2,3
688,-5,2
689,2,1
690,-2,3
691,-2,3
692,2,1
693,-5,2
694,2,1
695,-2,3
696,-5,2
697,-5,2
698,-2,3
699,-5,2
700,-2,3
701,0,1
702,-5,2
703,-2,3
704,0,1
705,0,1
706,-2,3
707,0,1
708,-5,2
709,-5,2
710,-5,2
711,-5,2
712,2,1
713,-2,3
714,-5,2
715,0,1
716,0,1
717,-5,2
718,-5,2
719,0,1
720,-5,2
