,0,1
547,-0.79,2.0
548,1.37,1.0
549,-0.79,2.0
550,1.39,2.0
551,1.13,1.0
552,0.64,1.0
553,1.57,1.0
554,1.45,2.0
555,1.57,3.0
556,1.6,3.0
557,0.55,1.0
558,0.21,3.0
559,0.55,1.0
560,-0.53,1.0
561,1.31,3.0
562,1.25,2.0
563,1.77,3.0
564,1.48,2.0
565,0.79,3.0
566,0.93,3.0
567,1.48,3.0
568,-0.7,1.0
569,1.28,1.0
570,1.51,1.0
571,0.9,2.0
572,-0.87,1.0
573,-0.38,2.0
574,2.17,1.0
575,1.63,2.0
576,-0.38,1.0
577,1.42,2.0
578,1.1,3.0
579,1.54,3.0
580,2.12,1.0
581,2.09,2.0
582,1.51,3.0
583,2.09,3.0
584,2.23,1.0
585,1.86,3.0
586,1.22,1.0
587,1.31,1.0
588,0.53,3.0
589,-0.79,1.0
590,-1.02,1.0
591,1.57,3.0
592,1.13,3.0
593,-0.73,1.0
594,0.39,3.0
595,1.77,1.0
596,0.87,1.0
597,-0.5,1.0
598,-1.48,1.0
599,0.39,3.0
600,-0.73,3.0
601,1.31,1.0
602,0.29,1.0
603,0.73,3.0
604,-0.64,2.0
605,0.58,2.0
606,1.54,3.0
607,1.51,1.0
608,-0.76,3.0
609,1.45,2.0
610,-0.12,3.0
611,1.34,1.0
612,1.28,2.0
613,0.21,3.0
614,1.1,2.0
615,1.97,3.0
616,-0.9,2.0
617,-0.7,1.0
618,1.19,2.0
619,-0.24,1.0
620,0.76,2.0
621,-0.99,3.0
622,0.21,3.0
623,0.47,3.0
624,1.66,3.0
625,1.31,1.0
626,0.62,2.0
627,-0.67,2.0
628,-0.09,3.0
629,-0.53,3.0
630,-0.29,1.0
631,-0.38,2.0
632,-0.15,3.0
633,-0.18,1.0
634,-0.12,2.0
635,1.63,3.0
636,1.63,2.0
637,1.48,2.0
638,1.42,2.0
639,-0.79,2.0
640,-0.53,1.0
641,-1.54,1.0
642,1.19,2.0
643,-0.15,3.0
644,1.57,1.0
645,1.42,2.0
646,1.42,3.0
647,-0.26,1.0
648,-0.27,2.0
649,-0.12,3.0
650,-0.03,2.0
651,-0.18,3.0
652,1.66,1.0
653,0.33,1.0
654,0.36,1.0
655,1.25,3.0
656,0.41,2.0
657,-0.55,3.0
658,-0.93,3.0
659,2.2,2.0
660,1.4,2.0
661,1.6,1.0
662,-0.67,3.0
663,-0.73,2.0
664,0.7,3.0
665,-0.67,1.0
666,-0.55,2.0
667,1.28,3.0
668,-0.24,3.0
669,1.14,2.0
670,1.4,1.0
671,0.14,1.0
672,1.42,2.0
673,1.45,2.0
674,-0.84,3.0
675,-0.84,1.0
676,-0.55,2.0
677,1.34,3.0
678,1.77,1.0
679,-0.06,3.0
680,-0.82,2.0
681,-0.26,1.0
682,-0.5,3.0
683,0.17,3.0
684,-0.76,1.0
685,-0.96,3.0
686,1.08,2.0
687,1.42,3.0
688,-0.76,2.0
689,1.25,1.0
690,1.28,3.0
691,-0.9,3.0
692,-0.79,1.0
693,-0.87,2.0
694,-0.23,1.0
695,-0.53,3.0
696,-0.61,2.0
697,0.23,2.0
698,-1.02,3.0
699,1.54,2.0
700,1.57,3.0
701,-0.93,1.0
702,-0.96,2.0
703,1.13,3.0
704,-0.76,1.0
705,1.86,1.0
706,-0.5,3.0
707,1.11,1.0
708,1.42,2.0
709,1.16,2.0
710,1.74,2.0
711,-0.9,2.0
712,-0.67,1.0
713,-0.7,3.0
714,-0.38,2.0
715,-0.67,1.0
716,1.25,1.0
717,-0.79,2.0
718,1.45,2.0
719,0.0,1.0
720,-0.38,2.0
